	年份	报告标题	披露时间	披露机构	攻击方法	组织别名	报告摘要
1112	2020 (692)	WAPDropper是一种Android恶意软件，它让受害者订阅电信公司的付费服务	2020/11/24	Check Point	['木马后门']	暂无数据	Check Point研究人员最近发现一种新型恶意软件WAPDropper，可以下载并执行其他有效负载。在活动中，其分发了WAP高级拨号器，该拨号器在受害者不知情或未同意的情况下向受害者提供合法来源（泰国和马来西亚的电信提供商）的高级订阅服务。其包括两个不同的模块：Dropper模块，负责下载第二阶段的恶意软件；收费拨号模块，让受害者订阅合法来源的收费服务。执行时，恶意软件主要隐藏其图标，以防止任何用户识别和卸载恶意软件。此外，恶意软件还会执行检查以识别设备是否配置了代理或VPN。如果未配置，则恶意软件会启动Dropper模块以下载并执行其他有效负载。主要功能包括：获取受害者的电话号码、电话信息、短信列表、发送短信至指定号码、将POST请求发送到指定的URL。此外，恶意软件还具备识别验证码的能力。
1113	2020 (692)	Stantinko的代理服务器在Apache服务器之后	2020/11/24	INTEZER	['木马后门']	暂无数据	研究人员发现了Stantinko代理木马的新版本，伪装为httpd服务器。攻击流程为：受感染的客户端将POST或NOTIFY HTTP请求发送到代理；代理解析该请求，然后将POST请求传递给攻击者的服务器；攻击者的服务器回复代理，代理将响应传递给客户端；未受感染的计算机将GET请求发送到代理；代理回复301重定向到预配置的URL。
1114	2020 (692)	Lazarus组织对加密货币行业持续发起攻击	2020/11/24	安恒信息	['暂无数据']	暂无数据	Lazarus至少自2017年以来就持续将加密货币行业的机构和公司作为自己的攻击目标，从TTP上来看有着较高的延续性，而在钓鱼载体的选取上较为多变：早期使用的文件大多为钓鱼文档，内容选取上也以诱导受害者启用宏为目标，受害者启用宏后通过执行恶意的vbs脚本下载后续后门木马。 至少自2018年6月开始，使用的钓鱼文件中出现了lnk文件，相关样本利用mshta执行远程脚本，所使用的脚本在与宏指令脚本结构上有较高相似度。在2019年以后出现了攻击者投放包含加密文档与伪装成文档密码记事本文件的lnk文件的钓鱼方式，以此诱导受害者点击。 在近期发现的样本中，攻击者将部分docx文件嵌入lnk文件内。不过在攻击的执行过程中，诱饵文档仍然是通过浏览器访问google drive网盘服务链接打开的。同时也有着前文提及的可执行文件样本出现，可以看出攻击者正尝试更新钓鱼的手段。
1115	2020 (692)	国税厅散布冒充“电子税金帐单”的Lokibot	2020/11/24	AhnLab	['暂无数据']	暂无数据	ASEC观察到近日Lokibot通过伪造国家税务局的“电子税收发票”主题钓鱼邮件进行传播。当受害者运行附加PPT之后，mshta会启用宏代码将相应的数据写入到注册表中并通过powershell.exe执行。PowerShell代码主要执行的功能为将恶意PE注入到普通Windows文件calc.exe文件中。最终注入的PE是Lokibot，它会窃取用户的信息。
1116	2020 (692)	永恒的对手：永恒之蓝挖矿木马的前世今生	2020/11/23	奇安信	"['木马后门', '远控木马', '木马病毒', '挖矿']"	暂无数据	“永恒之蓝木马下载器”首次被发现于2018年12月份。木马团伙通过劫持驱动人生升级服务器下发该木马致使大量客户中招。此木马近年来一直处于活跃状态，攻击、传播手法持续更新。在进行客户侧应急时，我们经常会遇到该系列木马，有趣的是由于该木马使用的攻击与传播手段基本覆盖了常见的各种自动化方法，此木马在内网的流行程度反而在一定程度上反映了一个网络的安全性，甚至可以用来作为指标来评价内网的安全程度。 鉴于此种情况，我们认为有必要对“永恒之蓝木马下载器”进行一个总结性的整理，本文从该木马功能演进角度出发，说明了各个时间点木马的特性并对木马中的各个模块进行了一个简单的分析。
1117	2020 (692)	MooBot在运行中使用另一个0天的目标UNIX CCTV DVR	2020/11/20	360netlab	['僵尸网络']	暂无数据	CNCERT和奇虎360在2020年6月发现针对UNIX CCTV DVR / NVR的扫描活动，Moobot通过Loader扫描端口8000，然后Moobot样本将通过漏洞被分发。研究人员通过扫描整个网络的8000个端口，发现了大约6
1118	2020 (692)	360无文件攻击保护拦截活跃在墨西哥的银行家木马BBtok	2020/11/20	360	"['木马后门', '无文件攻击']"	暂无数据	新的银行木马BBtok通过其无文件攻击保护功能在墨西哥变得越来越流行。该木马通过网络钓鱼电子邮件或其他方式将包含恶意lnk文件的压缩包发送给用户。当用户单击恶意lnk时，将激活所携带的powershell脚本以执行后续的攻击负载。将BBtok部署到受害者的计算机上后，它将运行后门模块。攻击者可以通过发出控制命令来执行不同的恶意功能，包括创建虚假的银行安全检测窗口，以诱骗用户输入登录凭据，从而窃取用户的帐户密码。
1119	2020 (692)	Blackrota			['暂无数据']		
1120	2020 (692)	Moobot 在野0day利用之UNIXCCTV DVR命令注入	2020/11/20	360netlab	['暂无数据']	暂无数据	Moobot是一个基于Mirai开发的僵尸网络，自从其出现就一直很活跃，并且拥有0day漏洞利用的能力。我们有多篇和该botnet相关的文章，感兴趣的读者可以去阅读[1][2][3]。本文主要介绍CNCERT和360公司共同发现的Moobot针对UNIXCCTV DVR/NVR设备的0day利用。关于该漏洞的详细细节我们通知了厂家，并且确认当前厂家已经修复了该漏洞，发布了相应的补丁[ALL265 unix 2.3.7.8B09][NVR unix 2.3.7.8B05][ALL unixip 2.3.4.8B06]。友情提醒此类设备的用户及时更新设备固件。
1121	2020 (692)	警惕近期“假面”针对电商发起的攻击！	2020/11/19	奇安信	['木马后门']	暂无数据	近期，奇安信发现通过聊天工具传播的“钓鱼攻击”事件有明显的上升趋势，发现有多个木马变种传播，其主要的类型根据关键行为有以下几种：1.虚假登录框钓鱼； 2.命令执行（脚本）方式； 3.命令执行（脚本）方式。攻击流程大致为：攻击者发送钓鱼邮件投递样本，当受害者点击时，会向服务器请求后续文件Key.dll，该文件为.Net模块，直接在内存中通过DynamicInvoke方式内存加载执行。Key.dll通过遍历进程方式寻找QQ.exe，寻找到进程后会从服务端请求另一个DLL文件Injec.dll。Injec.dll会被远线程注入到QQ.exe中，用于获取QQ ClientKey，Injec.dll通过调用QQ内部接口直接取到用户的ClientKey。通过POST请求将最终获取到的信息发送至拼接出的C&amp;C地址。通过ClientKey可以直接实现免密登录受害者的邮箱，空间，获取联系人好友（包含备注）及群信息，这将导致受害者的账户信息完全泄露，并且可能被攻击者拿来作为诈骗、勒索、二次传播等牟利的工具。
1122	2020 (692)	响尾蛇组织近期针对我国特定机构的APT攻击活动披露	2020/11/19	360	['钓鱼邮件']	T-APT-04响尾蛇	研究人员发现，今年11月份开始，响尾蛇（SideWinder）组织针对中国的攻击又开始活跃。该组织通过微信、邮件等途径针对中国国内特定机构投递诱饵文档发起攻击，目标涉及外交等特定政府机构。在近期针对中国的攻击活动中，使用的攻击链较为复杂，相关的漏洞文档使用了双重漏洞构造。 主要攻击流程：通过钓鱼邮件或微信投递CVE 2017-0199漏洞文档主体；利用CVE-2017-0199漏洞文档再远程加载CVE 2017-11882漏洞文档；通过CVE 2017-11882漏洞文档释放并执行恶意的js脚本；利用js脚本在内存反射加载.Net模块，安装后门程序。
1123	2020 (692)	响尾蛇组织近期针对我国特定机构的APT攻击活动披露	2020/11/19	安恒信息	['暂无数据']	暂无数据	响尾蛇( Sidewinder)为印度背景的APT攻击组织。该组织长期针对中国和巴基斯坦等东南亚国家的政府，能源，军事，矿产等领域进行敏感信息窃取等攻击活动。SideWinder的最早活动可追溯到2012年，被捕获的诱饵文档中包含“巴基斯坦政府经济事务部”等关键字，可见是对特定目标的定向攻击行为。从近几年该组织活动来看也会针对国内特定目标进行攻击，如驻华大使馆，特定部门等。
1124	2020 (692)	腾讯主机安全（云镜）捕获挖矿木马4SHMiner，已有上万服务器受害	2020/11/19	腾讯	"['漏洞利用', '挖矿', '零日漏洞', 'Shiro']"	暂无数据	腾讯研究人员发现挖矿木马4SHMiner利用Apache Shiro反序列化漏洞CVE-2016-4437针对云服务器的攻击行动。4SHMiner挖矿团伙入侵成功后会执行命令下载4.sh，然后下载XMRig挖矿木马并通过Linux service、systemctl服务，系统配置文件$HOME/.profile，crontab定时任务进行持久化。通过其使用的门罗币钱包算力(约333KH/s)进行推算，4SHMiner团伙已控制约1.5万台服务器进行挖矿。
1125	2020 (692)	Ranzy勒索软件在ThunderX衍生产品的新功能中提供了更好的加密功能	2020/11/18	SentinelOne	['勒索软件']	暂无数据	Ranzy勒索软件于今年9月出现，属于ThunderX的变体。从ThunderX到Ranzy的“品牌重塑”发生在ThunderX的免费解密程序出现之后。一个用于ThunderX的免费解密工具于今年9月在NoMoreRansom项目中发布。Ranzy与ThunderX共享许多功能，关键更新为，改进加密进程，增加了“泄漏博客”，以泄漏未付款受害者的数据。Ranzy Locker利用Windows的“重新启动管理器”API来终止使文件保持打开状态并防止其被加密的进程或Windows服务。启动后，Ranzy Locker将首先清除卷影副本，以使受害者无法恢复加密的文件。对于每个加密文件，勒索软件都会在文件名后附加新的.ranzy扩展名。
1126	2020 (692)	JUPYTER INFOSTEALER	2020/11/17	morphisec	['木马后门']	暂无数据	Morphisec研究人员发现了一个名为Jupyter的新.NET infostealer变体。Jupyter是一个窃密工具，主要窃取Chromium，Firefox和Chrome浏览器数据，其攻击方式，下载和加载程序带有完整的后门功能，包括：C2客户端；下载并执行恶意软件；执行PowerShell脚本和命令；将shellcode注入到合法的Windows配置应用程序中。
1127	2020 (692)	魔影再现：“魔罗桫”组织以巴基斯坦空间科学委员会招聘为诱饵的攻击活动分析	2020/11/17	奇安信	['诱饵文件']		近些年来，随着南亚边境冲突加剧，网络空间的战争也愈发增加，2020年9月中旬，奇安信威胁情报中心红雨滴团队披露了长期针对南亚次大陆的攻击组织”魔罗桫”，该组织长期针对中国，巴基斯坦，尼泊尔等国和地区进行了长达数年的网络间谍攻击活动，主要针对领域为政府机构，军工企业，核能行业等。 近日，奇安信红雨滴团队在攻击威胁狩猎中，再次监测到该组织多起攻击样本，此次捕获的样本主要通过伪装成巴基斯坦空间科学委员会招聘信息、敏感时事新闻等带有模板注入漏洞的文档进行投放，初始模板注入样本首次上传VirusTotal时仅有两家杀软检出。样本运行后，将展示正常的诱饵信息迷惑受害者，同时连接远程服务器获取后续荷载执行，实现对受害者计算机的完全控制。
1128	2020 (692)	黑产团伙金指狗技术升级，使用Nday漏洞发动组合拳攻击	2020/11/16	奇安信	['木马后门']	暂无数据	近日，奇安信病毒响应中心在日常黑产挖掘过程中发现之前披露过的金指狗木马架构又转入活跃状态，更新了漏洞组件，在执行链中首次出现了该团伙使用的新型Loader程序，该架构主要出现在全球华语地区。新版本的木马架构依旧延续了良好的免杀效果，使用Total VideoPlayer栈溢出漏洞执行后续shellcode，抛弃以往使用的Photodex ProShow Producer软件栈溢出漏洞，从被修改过的带有数字签名的文件中解密数据，经过几轮内存加载后最终运行大灰狼远控，远程控制受害者电脑。
1129	2020 (692)	Malsmoke运营商放弃开发工具，转而支持社会工程计划	2020/11/16	Malwarebytes LABS	"['木马后门', '社会工程学']"	暂无数据	国外研究人员发现，Malsmoke运营商开始逐步淘汰了使用漏洞利用包传播方式，转而采用社会工程技术。新的活动利用虚假的Java更新来诱骗成人网站的访问者。攻击者通过成人内容主题的诱饵页面，引导访问者下载恶意Java更新。更新程序是经过数字签名的Microsoft安装程序，其中包含许多库和可执行文件，其中大多数是合法的。在安装时，lic_service.exe加载HelperDll.dll，负责部署最终有效负载的最重要模块。有效负载是ZLoader恶意软件，其将自身注入到新的msiexec.exe进程中，以使用域生成算法（DGA）与命令和控制服务器联系。一旦确定，其将开始下载其他模块，并进行自身更新。
1130	2020 (692)	韩国拉扎鲁斯供应链攻击事件	2020/11/16	WeLiveSecurity	['供应链攻击']	APT-C-26bluenoroff:	ESET研究人员发现Lazarus组织滥用合法的韩国安全软件和从两家公司窃取的数字证书进行供应链攻击。韩国互联网用户在访问政府网站或网上银行网站时，经常被要求安装额外的安全软件。WIZVERA VeraPort集成安装程序可以帮助管理这些安全软件。通过VeraPort接收并安装特定网站所需的所有必要软件(例如浏览器插件、安全软件、身份验证软件等)。对于某些网站，必须安装WIZVERA VeraPort，用户才能访问这些网站的服务。 研究人员认为供应链攻击发生在使用WIZVERA VeraPort的网站上。支持WIZVERA VeraPort软件的网站包含服务器端组件，尤其是一些JavaScript和WIZVERA配置文件。配置文件是base64编码的XML，包含网站地址，要安装下载URL的软件列表以及其他参数。配置文件由WIZVERA进行了数字签名，一旦下载，就会使用强大的加密算法（RSA）进行验证，攻击者可能通过替换受到破坏的网站提供给WIZVERA VeraPort用户的合法软件，并使用非法获得的代码签名证书对恶意软件进行签名。
1131	2020 (692)	腾讯主机安全（云镜）捕获新挖矿木马LoggerMiner，该木马感染Docker容器	2020/11/16	腾讯	"['木马后门', '远控木马', '木马病毒', '挖矿']"	暂无数据	近日，腾讯安全捕获到一个新的挖矿木马LoggerMiner，该木马在云上主机中攻击传播，会利用当前主机上的ssh账号信息对其他主机发起攻击，以控制更多系统。并且，LoggerMiner还会尝试对当前主机上的docker容器进行感染。因其代码中大量使用了logger字符串作为系统账号名、文件路径、通信域名等，腾讯据此将其命名为“LoggerMiner”挖矿木马。 该木马主要的恶意行为有：利用ssh爆破感染其他云主机、修改ssh配置，关闭安全设置，留置后门，方便攻击者远程登录；向docker容器发送恶意命令，进行感染；木马的部分攻击代码尚未完工。 木马还会尝试卸载云服务器安全软件、结束竞品挖矿木马进程、停止系统日志、修改系统安全设置，删除其他竞品挖矿木马创建的帐户、添加自己的新帐号，安装定时任务实现持久化等功能。
1132	2020 (692)	Mirai僵尸网络通过Hadoop Yarn REST API未授权访问漏洞入侵云主机	2020/11/13	腾讯	"['僵尸网络', '木马后门']"	暂无数据	腾讯安全威胁情报中心检测到Mirai僵尸网络利用Apache Hadoop Yarn资源管理系统REST API未授权访问漏洞入侵云主机，入侵传播的Mirai木马会通过C&amp;C服务器下发命令进行DDoS攻击。攻击者通过扫描暴露在公网的的8088端口，发现了没有开启特定用户安全认证的集群，并通过YARN RESET API提交应用，提交任务的用户名为dr.who。任务启动时执行default_container_executor.sh。从而实现在服务器内下载执行Mirai僵尸网络木马Rooted.x86。Rooted.x86的主要功能是与C&amp;C地址通信，接收远程命令对目标IP发起DDoS攻击。
1133	2020 (692)	对数据的渴求，ModPipe后门攻击了酒店业使用的POS软件	2020/11/12	WeLiveSecurity	"['恶意扫描', '木马后门']"	暂无数据	ESET研究人员发现了一种模块化后门ModPipe，可让攻击者访问存储在运行ORACLE MICROS餐馆企业系列（RES）3700 POS的设备中的敏感信息，该管理软件套件被全球各地的大量酒吧，餐馆，酒店使用。ModPipe含有一个名为GetMicInfo的模块，其使用了一种算法，可以通过从Windows注册表值解密来收集数据库凭据，收集的凭据可以让攻击者访问数据库内容，包括各种定义和配置，状态表和关于POS交易的信息。ModPipe架构包括：初始dropper，包含下一阶段（持久加载程序）的32位和64位二进制文件，并将合适的版本安装到损坏的机器上；持久加载程序，解压并加载主模块；主模块，创建一个管道，用于与其他恶意模块通信，卸载/安装这些模块，并充当dispatcher，处理模块与攻击者的C&amp;C服务器之间的通信；网络模块，用于与C&amp;C通信的模块。
1134	2020 (692)	Costarito运动：网络间谍外包	2020/11/12	BlackBerry	['木马后门']	暂无数据	BlackBerry 研究人员发现了“雇佣黑客组织”CostaRicto，这是一群拥有定制恶意软件工具以及复杂VPN代理和SSH隧道的APT雇佣兵。主要发现：CostaRicto的目标分散在欧洲，美洲，亚洲，澳大利亚和非洲的不同国家，但最大的集中地似乎是在南亚（尤其是印度，孟加拉国和新加坡），这表明威胁者可能位于该地区。命令和控制（C2）服务器通过Tor等代理层进行管理。在受害者的环境中也建立了一个复杂的SSH隧道网络。使用定制后门SombRAT，后门项目带有详细的版本控制和良好的代码结构，其中的硬编码域名模仿某些合法域。
1135	2020 (692)	Linux.Ngioweb变种正在攻击IOT设备	2020/11/12	360netlab	"['僵尸网络', '漏洞利用', '恶意扫描']"	暂无数据	最近360发现僵尸网络变种Linux.Ngioweb V2的活动。Linux.Ngioweb Bot样本的主要功能是在受害者的机器上实现Back-Connect Proxy。攻击者将多个Bot构建为一个Proxies Pool，并通过双层C2协议控制，然后提供Rotating Reverse Proxy Service。目前研究人员将Linux.Ngioweb分成了V1，V2俩个版本，其核心功能是一样的，最大的区别在于V2将许多之前明文存在stack上的信息，集中的做成了一个配置，使用AES加密存储在DATA段中。Ngioweb V2通过Nday漏洞传播，所利用的漏洞包括CVE-2013-3568、CVE-2019-8387、CVE-2020-14882、CVE-2017-10271等。
1136	2020 (692)	CRAT 想掠夺你的端点	2020/11/12	Talos	['勒索软件']	暂无数据	近日，思科发现CRAT系列的新版本。除了预建的RAT功能之外，该RAT还通过HTTP以json的形式从c2上接收指令和相应的数据执行远控功能，并在受感染终端上下载并部署其他恶意插件，具有高度的通用性和危险性。插件之一是被称为“ Hansom”的勒索软件。另外CRAT由多种混淆技术组成，以隐藏字符串，API名称，命令和控制（C2）URL和工具功能以及静态检测规避。该攻击还采用了多种抗感染检查来逃避基于沙盒的检测系统。
1137	2020 (692)	新的APT32恶意软件攻击目标是柬埔寨政府	2020/11/10	Recorded Future	['暂无数据']	APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus	Future研究人员发现了黑客组织APT32针对柬埔寨政府的新恶意软件活动，攻击中使用了以东南亚国家联盟（ASEAN）为主题的鱼叉邮件。恶意样本为包含若干文件的自解压存档（SFX），其中有Apple签名的合法可执行文件，相关的良性DLL文件。恶意DLL中包含加密的shellcode。在SFX执行后，Apple可执行文件在加载恶意DLL之前先加载良性DLL，然后，恶意DLL提取加密的shellcode并解密和执行，同时向用户显示诱饵文档（显示“激活错误”的Microsoft Word文档），并加载最终恶意负载。
1138	2020 (692)	xunt活动：新发现的后门，使用删除的电子邮件草稿和DNS隧道进行命令和控制	2020/11/9	paloalto	['木马后门']	暂无数据	Palo Alto研究人员发现针对科威特某组织的Microsoft Exchange Server的攻击与黑客组织xHunt有关，该组织此前曾针对科威特政府以及航运组织进行了一系列攻击。最近观察到的攻击表明攻击者已更新了其工具库。该攻击使用了两个新发现的后门TriFive与 Snugy，其中，Snugy是CASHY200的变体。TriFive后门使用基于电子邮件的C2通道，使用Exchange Web Services（EWS）在受感染电子邮件帐户的Deleted Items文件夹内创建草稿。Snugy后门使用DNS隧道通道在受感染的服务器上运行命令。
1139	2020 (692)	吉莫布：一个贸易威胁的参与者开始感染移动设备	2020/11/9	securelist	['木马后门']	暂无数据	Guildma是银行木马家族Tetrade的成员，一直在努力引进新技术。最近，他们的新工具Ghimob银行木马已朝着感染移动设备的方向发展，目标是来自巴西，巴拉圭，秘鲁，葡萄牙，德国，安哥拉和莫桑比克的银行，金融科技，交易所和加密货币的金融应用程序。Ghimob Trojan能够在受害者设备上记录屏幕锁定图案，然后模仿图案以解锁设备。攻击者会显示一个全屏覆盖的黑屏或是全屏打开某些网站，诱骗受害者只注意屏幕，同时使用后台运行的某金融应用程序执行交易。另外，Ghimob与Guildma共享C2基础架构，攻击者使用相同的TTP继续发送网络钓鱼电子邮件来传播恶意软件。这些邮件旨在诱使不知情的用户点击下载Ghimob APK安装程序的恶意URL。Ghimob使用了受Cloudflare保护的后备C2，使用DGA和一些其他技巧隐藏了真正的C2。感染完成后，恶意软件将继续向服务器发送感染通知消息，包括手机型号，是否激活了屏幕锁定以及目标范围内的所有已安装应用程序的列表，包括版本号。Ghimob可监控153个移动应用程序，主要来自银行，金融科技，加密货币和交易所。
1140	2020 (692)	金眼狗组织水坑活动:针对Telegram用户的定向攻击	2020/11/9	奇安信	['暂无数据']	黄金狗GoldenEyeDog	9月底，奇安信病毒响应中心在日常跟踪黑产团伙过程中，发现了一批带有非官方数字签名的Telegram安装包文件，通过溯源找到了对应的水坑网站。 受害者从水坑网站上下载带有非官方签名的Telegram安装包，恶意安装包除了会安装正常的Telegram软件外还会释放由.net编写的Regloader加载器，运行后内存加载反射模块RegflectLoader，RegflectLoader最终会加载金眼狗组织常用的远控模块，通过后续的关联我们找到了该组织曾经使用VC编写的RatLoader的最新变种。
1141	2020 (692)	卢甘斯克组织针对乌克兰的最新定向攻击活动分析	2020/11/9	360	['暂无数据']	暂无数据	360监测到卢甘斯克组织针对乌克兰军事目标的最新攻击活动，此次攻击活动采用了新的诱饵文档、恶意脚本荷载，同时发现该组织疑似伪装成云盘备份的方式进行攻击窃密。 卢甘斯克位于乌克兰东部，原名伏罗希洛夫格勒，是乌克兰最东部一个州卢甘斯克州的首府。黑客组织向目标投递了大量包含恶意CHM文件的ZIP压缩包，诱饵文件名称都使用了乌克兰语。在目标打开chm恶意文件后，恶意程序会通过powershell和vbs恶意脚本文件进行大量的文件窃取操作和植入木马行为。 攻击过程：第一阶段，攻击程序会调用schtasks创建伪装adobe的powershell计划任务；第二阶段，计划任务启动后powershell会定期向C&amp;C通信，获得下一阶段的vbs脚本并创建vbs文件的计划任务；第三阶段，vbs文件定期读取指定注册表键值，并利用rococopy将后缀名称是*.rtf *.txt *.z00 *.z01 *.z02 *.z03 *.pdf *.zip *.rar *.7z *.doc*.docx *.docm *.xls *.xlsx *.ppt *.pptx *.xlsm *.jpg *.jpeg *.cdr拉取到伪装的云盘目录，然后进行文件窃取；第四阶段，通过csc命令实时编译C#代码安装持久化的loader后门程序。
1142	2020 (692)	【高级持续性威胁追踪】BITTER组织近期攻击巴基斯坦活动分析	2020/11/9	深信服	"['鱼叉式网络钓鱼电子邮件', '跨站脚本攻击', 'DDOS攻击', '无文件攻击', '拒绝服务攻击', '水坑式攻击', '供应链攻击', '中间人攻击', 'APT攻击']"	BITTERBITTER蔓灵花蔓灵花	深信服最近发现BITTER组织针对巴基斯坦地区的相关样本，样本为该组织惯用的下载样本，通过鱼叉攻击发送恶意的模板注入docx文件，docx下载恶意漏洞模板并执行。 例如“Guidelines for Extension of official-Gratis Passports.docx”(免费提供的官方护照延期指南.docx)。漏洞模板文件为公式编辑器漏洞文件，其将下载winsupdater.msi的执行命令写入runonece注册表，完成病毒下载执行。 该恶意msi文件打包了恶意文件wnupdte.exe，该病毒为ArtraDownloader v1变种。会对加密的字符串进行解密，解密方式有两种，一种是直接加5，另一种是加上循环变量加1，其中C2解密为mia.alkhaleejpk.info。 病毒会获取主机的基本信息，主机名、用户名、操作系统名称。然后采用拼接方式向C2服务器发起请求。然后检测返回数据，是否存在下载执行任务，如果存在下载执行任务，下载文件写入并通过ShellExecuteA执行下载的文件。
1143	2020 (692)	勒索软件警报：Pay2Key	2020/11/6	Check Point	['勒索软件']	暂无数据	在过去的一周中，几家以色列的大型公司遭受了一次全面的攻击，攻击者使用了前所未有的勒索软件变种Pay2Key。随着时间的流逝，越来越多报道的勒索软件攻击被证明与新的Pay2Key勒索软件有关。到目前为止的调查表明，攻击者可能在攻击发生前的某个时间就已经访问了组织的网络，但具有迅速采取行动的能力，可以在一小时内将勒索软件传播到整个网络。在感染阶段结束后，受害者会收到一张定制的赎金单，需求相对较低，只有7-9个比特币(约11万至14万美元)。
1144	2020 (692)	海洋莲花：通过假网站扩大网络间谍行动	2020/11/6	Volexity	"['鱼叉式网络钓鱼电子邮件', '恶意无线网络', '间谍软件', '网络流量受损', '网络间谍', '战略网络妥协', '间谍活动', '僵尸网络']"	暂无数据	Volexity发现OceanLotus通过去年建立的多个虚假网站和Facebook页面发起了多个新的攻击活动。除了针对越南境内的目标外，还针对东南亚地区的国家。 这些虚假网站对用户进行了性能分析，重定向到钓鱼页面，并被利用来分发Windows和OSX的恶意软件有效载荷。有的虚假网站上有超过10
1145	2020 (692)	INJ3CTOR3操作–利用星号服务器实现货币化	2020/11/5	Check Point	['恶意扫描']	暂无数据	Check Point最近发现一系列与VoIP相关的全球性攻击。黑客通过入侵SIP服务器并获得控制权，然后滥用其功能，例如向外打电话。研究人员发现针对Sangoma PBX(一个管理Asterisk的开源web GUI)的新活动。攻击者使用流行的工具套件SIPVicious，利用了其svmap模块扫描Internet，以查找运行易受攻击的FreePBX版本的SIP系统。一旦发现便利用CVE-2019-19006获得对系统的管理员访问权限。绕过身份验证步骤后，攻击者使用asterisk-cli模块在受感染的系统上执行命令，并上传以base64编码的基本PHP Web shell。然后攻击者使用初始Web Shell来检索Asterisk管理文件，从Pastebin下载base64编码的PHP恶意文件。攻击者的最终目标是出售受感染系统的呼出电话以及对系统本身的访问权。
1146	2019 (398)	微软起诉朝鲜APT组织Thallium，并接管其使用的50个域名	2019/12/31	MicroSoft	['暂无数据']	Thallium	最近，微软起诉了黑客组织Thallium，并成功接管了该组织运营的50个威胁域。Thallium是一个来自于朝鲜的攻击组织，通常使用鱼叉式网络钓鱼技术针对包括政府、高等院校等目标，大多数目标位于美国、日本和韩国。该组织至少从2018年5月起，发起了名为STOLEN PENCIL的鱼叉式钓鱼攻击活动，针对学术机构，以窃取凭据信息。同时，还使用了名为BabyShark的恶意软件来收集东北亚国家安全问题有关的情报。 参考信息
1147	2019 (398)	疑似朝鲜APT组织发起针对学术界目标的钓鱼攻击	2019/12/31	Netscout	['暂无数据']	Thallium	ASERT发现了可能来自朝鲜的APT活动，此活动至少从2018年5月以来一直瞄准学术机构并被称为“STOLEN PENCIL”。攻击背后的最终动机尚不清楚，但攻击者擅长隐藏行踪。通过向目标发送鱼叉式网络钓鱼电子邮件，将其引导至显示诱饵文档的网站，并立即提示安装恶意Google Chrome扩展程序。一旦获得立足点，威胁参与者就会使用现成的工具来确保持久性，包括远程桌面协议（RDP）以维持访问。通过攻击者使用的网络钓鱼域名可以分析出此次活动专注攻击学术界，并且许多大学的受害者都拥有生物医学工程专业知识。
1148	2019 (398)	BabyShark恶意软件瞄准国家安全信息，疑似与多个恶意软件活动相关	2019/12/31	paloalto	['暂无数据']	暂无数据	近日，Unit 42的研究人员确定了一个新的恶意软件名为BabyShark，该恶意软件通过鱼叉式网络钓鱼传播，邮件的主体主要涉及朝鲜核问题。BabyShark是一种相对较新的恶意软件，恶意软件是通过从远程位置执行第一阶段HTA来启动的，因此它可以通过包括PE文件在内的不同文件类型以及恶意文件。它将系统信息泄露给C2服务器，维护系统的持久性，并等待操作人员的进一步指令。通过对其分析，其背后的威胁行动者明确关注收集与东北亚国家安全问题有关的情报。BabyShark背后的攻击者可能与使用KimJongRAT恶意软件系列有关，并且至少与负责STOLEN PENCIL活动的组织共享资源。
1149	2019 (398)	DustSquad APT组织针对乌兹别克斯坦的活动分析	2019/12/30	Accenture	['暂无数据']	DustSquad	Gcow安全团队的追影APT分析小组在公共的文件分析平台上捕获到了名为DustSpuad的APT组织
1150	2019 (398)	黑客组织BRONZE PRESIDENT，攻击非政府组织	2019/12/29	SecureWorks	['暂无数据']	暂无数据	BRONZE PRESIDENT:使用专有和公开可用的工具来攻击非政府组织（NGOs）及南亚和东亚国家的政治和执法机构。该组织已被发现使用的工具有：Cobalt Strike，PlugX，ORat和RCSession，在一次入侵期间同时使用如此多的工具表明，该组织可能有不同角色和工具偏好的攻击者。其攻击策略为通过构造钓鱼邮件渗透攻击目标的网络，安装提权工具，运行定制脚本以收集特定信息。
