,报告标题,APT组织,披露时间,披露机构,攻击方法,报告摘要
131,海莲花（OceanLotus）大规模数字监视和攻击，主张东盟，亚洲国家，媒体，人权组织和民间社会,海莲花 (24),2017-11-06,Volexity,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,2017年11月6日，国外安全公司Volexity发布了一篇关于疑似海莲花APT团伙新活动的报告，该报告指出攻击团伙攻击了与政府、军事、人权、媒体和国家石油勘探等有关的个人和组织的100多个网站。通过针对性的JavaScript脚本进行信息收集，修改网页视图，配合社会工程学诱导受害人点击安装恶意软件或者登陆钓鱼页面，以进行下一步的攻击渗透。
132,海莲花组织针对亚洲某公司的APT攻击—Cobalt Kitty 行动分析,海莲花 (24),2017-05-24,cybereason,社会工程学钓鱼邮件,本文是针对一次被称为 Operation Cobalt Kitty的APT攻击的报告内容精华版，该APT攻击的目标是针对亚洲一家全球性公司来窃取他们的重要商业信息。攻击者以钓鱼攻击作为初始渗透载体，以公司的顶级管理为目标，最终入侵了副总裁电脑，当然还有很多高级主管和运营部门的其他关键人员。在Operation Cobalt Kitty攻击过程中，攻击者破坏了超过40台PC和服务器，包括域控制器，文件服务器，Web应用服务器和数据库服务器。
133,网络间谍活动依然活跃:APT32和对全球企业的威胁,海莲花 (24),2017-05-14,FireEye,社会工程学钓鱼邮件,APT32组织（海莲花组织，OceanLotus Group）正在对横跨多个行业的企业展开入侵活动，同时他们也将外国政府、政客人士以及记者当作攻击目标。FireEye经过分析研究，认为APT32在攻击活动中使用了一个独特的全功能版的恶意软件工具集以及公开的商业工具，所涉及的网络攻击活动都与越南的国家利益相符合。
134,OceanLotus（APT-C-00）数字海洋的游猎者持续3年的网络空间威胁,海莲花 (24),2015-05-29,SkyEye,鱼叉攻击水坑攻击,2012年4月起至今，某境外黑客组织对中国政府、科研院所、海事机构、海域建设 、航运企业等相关重要领域展开了有组织、有计划、有针对性的长时间不间断攻击。该组织主要通过鱼叉攻击和水坑攻击等方法，配合多种社会工程学手段进行渗透，向境内特定目标人群传播特种木马程序，秘密控制部分政府人员、外包商和行业专家的电脑系统，窃取系统中相关领域的机密。 根据该组织的某些攻击特点，我们将其命名为OceanLotus。
135,Waterbear攻击活动重返，使用API挂钩逃避安全产品检测,黑凤梨 (4),2019-12-11,TrendMicro,暂无数据,"趋势科技研究人员发现Waterbear活动重新出现，该活动与网络间谍组织BlackTech有关，主要针对东亚的技术公司和政府机构。最近的活动中，发现一个新的Waterbear恶意负载，该负载通过API挂钩技术隐藏其网络行为。Waterbear利用DLL加载程序来解密和执行RC4加密的负载，然后将其作为第一阶段后门，继续接收加载其他可执行文件。新出现的有效载荷将代码注入特定的安全产品中以隐藏自身，其挂钩了两个API即""ZwOpenProcess""(目的是防止安全产品访问特定的进程)和""GetExtendedTcpTable""(目的是删除某些PID的TCP端点记录)以隐藏其特定进程。有效负载只修改安全产品进程内存中的函数，因此原始系统DLL文件保持不变。"
136,BlackTech组织使用IconDown恶意软件对日本的攻击,黑凤梨 (4),2019-11-21,jpcert,暂无数据,BlackTech使用各种类型的恶意软件对日本进行攻击，近期发现该组织利用IconDown恶意软件，该恶意软件通过ASUS WebStorage的更新功能进行传播。
137,台湾科技公司窃取的证书在Plead恶意软件活动中被滥用,黑凤梨 (4),2018-07-09,ESET,盗取证书恶意软件,当我们的系统将多个文件标记为可疑时，我们发现了此恶意软件广告系列。有趣的是，标记的文件使用有效的D-Link Corporation代码签名证书进行了数字签名。完全相同的证书已用于签署非恶意D-Link软件; 因此，证书很可能被盗。
138,BlackTech网络间谍组织活动分析,黑凤梨 (4),2017-06-22,TrendMicro,后门木马鱼叉式钓鱼攻击漏洞利用,"BlackTech是一个网络间谍组织，以东亚，特别是台湾，有时甚至还包括日本和香港的目标为主。根据其一些C＆C服务器的互斥和域名，BlackTech的攻击活动可能旨在窃取其攻击目标的技术。趋势科技的研究人员已经把近些年来看似不相关的三个网络攻击活动PLEAD, Shrouded Crossbow和Waterbear联系在了一起。研究人员分析了这几种攻击过程的方式，并解析了它们的使用工具，最终发现了共同点，也就是说PLEAD, Shrouded Crossbow和Waterbear实际上是由同一个组织操作的。"
139,奇安信斩断东北亚APT组织“虎木槿”伸向国内重要机构的魔爪,虎木槿 (1),2019-12-05,奇安信,暂无数据,通过取证溯源分析，奇安信威胁情报中心红雨滴团队已完整捕获相关APT组织利用漏洞攻击的全过程。目标包括多个国内核心教育科研政府机构和个人，只要受攻击目标使用特定浏览器近期的版本打开网页就可能中招，被黑客植入后门木马甚至完全控制电脑。分析显示，该攻击利用了多个较老版本的Chrome浏览器内核的漏洞，国内外使用了这些较老版本渲染核心且没有对应漏洞缓解措施的浏览器用户成为本次APT攻击的目标。
140,黄金雕（APT-C-34）组织攻击活动揭露,黄金雕 (1),2019-11-21,360,暂无数据,"360 高级威胁应对团队通过关联 Hacking Team 武器，发现了一支活跃在中亚地区，从未被外界知晓的APT组织黄金雕（APT-C-34）。该组织制作了大量的伪装的文档和图片文件作为鱼叉攻击的诱饵，这些文件通过伪装图标诱导用户点击，实际上是 EXE 和 SRC 后缀的可执行文件，同时会释放弹出真正的文档和图片欺骗受害者。其中部分诱饵程序安装包脚本会自动将程序添加到注册表项中，实现自启动驻留。除此之外，该组织还使用物理接触手段进行攻击，部分受害者曾经接入过包含恶意程序和安装脚本的 U 盘。同时该组织也使用了 HackingTeam 的物理攻击套件，该套件需要通过恶意硬件物理接触目标机器，在系统引导启动前根据系统类型植入恶意程序，支持 Win、Mac 和 Linux 平台。该组织采购了一家俄罗斯公司""YURION""的硬件设备产品，该公司是一家俄罗斯的安全防务公司，专门出售无线电监听、窃听等设备，该组织有可能使用该公司的一些特殊硬件设备直接对目标的通讯等信号进行截取监听。 该组织的后门技术主要通过改造正规软件(如TeamViewer Hijacker、RMS Hijacker' )、自主研发( 如Harpoon后门 )和采购商业木马(如HackingTeam 商业后门)这三种方式进行。其绝大部分受害者都集中在哈萨克斯坦国境内，主要涉及政府机关、航空航天、教育、军方、媒体和政府异见人士等，除此以外，还有部分中国背景的受害者，涉及我方与哈萨克合作项目组和驻哈教育机构，而极少数的受害者位于我国西北部地区。"
141,COVID-19 新冠病毒笼罩下的全球疫情相关网络攻击分析报告,黄金狗 (2),2020-03-26,奇安信,"远控木马木马后门,勒索软件",自今年年初新冠病毒在国内全面爆发，奇安信威胁情报中心便立刻意识到在这样的非常时期，网络攻击者绝不会自我“隔离”。保障关键业务系统的安全稳定运行及信息安全、重要网站的正常运转和内容不被篡改、防范和阻断利用疫情相关热点的APT、黑产等网络攻击，是另一个当务之急。 在春节期间，奇安信红雨滴团队和奇安信CERT便建立了围绕疫情相关网络攻击活动的监控流程，以希冀在第一时间阻断相关攻击，并发布相关攻击预警。 截至目前，奇安信红雨滴团队捕获了数十个APT团伙利用疫情相关信息针对境内外进行网络攻击活动的案例，捕获了数百起黑产组织传播勒索病毒、远控木马等多类型恶意代码的攻击活动。并通过基于奇安信威胁情报中心威胁情报数据的全线产品阻断了数千次攻击。相关详细信息均及时上报国家和地方相关主管部门，为加强政企客户和公众防范意识，也将其中部分信息摘要发布。 在本报告中，我们将结合公开威胁情报来源和奇安信内部数据，针对疫情期间利用相关信息进行的网络攻击活动进行分析，主要针对疫情相关网络攻击态势、APT高级威胁活动、网络犯罪攻击活动，以及相关的攻击手法进行详细分析和总结。
142,新披露金眼狗黑产团伙：木马诱饵污秽不堪,黄金狗 (2),2019-12-10,奇安信,暂无数据,奇安信病毒响应中心在日常跟踪黑产团伙过程中，发现了一个针对在东南亚从事博·彩、狗推相关人员以及海外华人群体的黑客团伙，其业务范围涵盖远控、挖矿、DDOS和流量相关。样本主要在Telegram群组中进行传播，样本免杀效果好，有些诱饵针对性强，且极具诱惑性。
143,疑似APT-C-27（黄金鼠）利用WinRAR漏洞针对中东地区的定向攻击活动分析,黄金鼠 (1),2019-03-19,360,暂无数据,2019年3月17日，360威胁情报中心截获了一例疑似“黄金鼠”APT组织（APT-C-27）利用WinRAR漏洞（CVE-2018-20250）针对中东地区的定向攻击样本。该恶意ACE压缩包内包含一个以恐怖袭击事件为诱饵的Office Word文档，诱使受害者解压文件，当受害者在本地计算机上通过WinRAR解压该文件后便会触发漏洞，漏洞利用成功后将内置的后门程序（Telegram Desktop.exe）释放到用户计算机启动项目录中，当用户重启或登录系统都会执行该远控木马，从而控制受害者计算机。并且从本次捕获到的相关木马样本（Windows和Android平台）的功能模块、代码逻辑、内置信息语言、目标人群、网络资产等信息都和早前曝光的APT-C-27使用的木马样本信息高度相似。
144,血茜草：永不停歇的华语情报搜集活动,蓝宝菇 (2),2020-10-13,奇安信,网络钓鱼,奇安信威胁情报中心红雨滴安全研究团队于2011年开始持续对华语来源的攻击活动进行追踪，并在近些年来发布了多篇关于APT组织毒云藤和蓝宝菇的分析报告。 但发布报告并不能制止该华语来源的攻击，反而变本加厉，在近些年来无休无止的进行网络情报窃取，试图大量搜集重点单位的资产，因此奇安信威胁情报中心仍在持续对这两个APT组织进行追踪。 如此前有所不同的是，如今该华语来源的攻击活动趋向渔网化，通过批量与定向投方相结合，采取信息探测的方式辅助下一步的定点攻击。该情报搜集活动被我们命名为“血茜草行动”(Operation Rubia cordifolia)，由于”血茜草”同”蒐”，而蒐一字经常用在繁体中文”蒐集情報”一词中，顾如此命名。目前我们将该系列攻击活动归属于著名的毒云藤组织。
145,蓝宝菇（APT-C-12）针对性攻击技术细节揭秘,蓝宝菇 (2),2018-07-17,360,暂无数据,360公司在2018年7月5日首次对外公开了一个从2011年开始持续近8年针对我国政府、军工、科研、金融等重点单位和部门进行网络间谍活动的高级攻击组织-蓝宝菇（APT-C-12），该组织的活动在近几个月内呈现非常活跃的状态。本文作为前期组织揭露报告的补充，详述蓝宝菇组织在近期攻击活动的技术细节，希望安全业界了解其攻击手法共同完善拼图，输出防御方案联合起来对抗这个国家级的威胁。
146,血茜草：永不停歇的华语情报搜集活动,绿斑 (3),2020-10-13,奇安信,网络钓鱼,奇安信威胁情报中心红雨滴安全研究团队于2011年开始持续对华语来源的攻击活动进行追踪，并在近些年来发布了多篇关于APT组织毒云藤和蓝宝菇的分析报告。 但发布报告并不能制止该华语来源的攻击，反而变本加厉，在近些年来无休无止的进行网络情报窃取，试图大量搜集重点单位的资产，因此奇安信威胁情报中心仍在持续对这两个APT组织进行追踪。 如此前有所不同的是，如今该华语来源的攻击活动趋向渔网化，通过批量与定向投方相结合，采取信息探测的方式辅助下一步的定点攻击。该情报搜集活动被我们命名为“血茜草行动”(Operation Rubia cordifolia)，由于”血茜草”同”蒐”，而蒐一字经常用在繁体中文”蒐集情報”一词中，顾如此命名。目前我们将该系列攻击活动归属于著名的毒云藤组织。
147,COVID-19 新冠病毒笼罩下的全球疫情相关网络攻击分析报告,绿斑 (3),2020-03-26,奇安信,"远控木马木马后门,勒索软件",自今年年初新冠病毒在国内全面爆发，奇安信威胁情报中心便立刻意识到在这样的非常时期，网络攻击者绝不会自我“隔离”。保障关键业务系统的安全稳定运行及信息安全、重要网站的正常运转和内容不被篡改、防范和阻断利用疫情相关热点的APT、黑产等网络攻击，是另一个当务之急。 在春节期间，奇安信红雨滴团队和奇安信CERT便建立了围绕疫情相关网络攻击活动的监控流程，以希冀在第一时间阻断相关攻击，并发布相关攻击预警。 截至目前，奇安信红雨滴团队捕获了数十个APT团伙利用疫情相关信息针对境内外进行网络攻击活动的案例，捕获了数百起黑产组织传播勒索病毒、远控木马等多类型恶意代码的攻击活动。并通过基于奇安信威胁情报中心威胁情报数据的全线产品阻断了数千次攻击。相关详细信息均及时上报国家和地方相关主管部门，为加强政企客户和公众防范意识，也将其中部分信息摘要发布。 在本报告中，我们将结合公开威胁情报来源和奇安信内部数据，针对疫情期间利用相关信息进行的网络攻击活动进行分析，主要针对疫情相关网络攻击态势、APT高级威胁活动、网络犯罪攻击活动，以及相关的攻击手法进行详细分析和总结。
148,毒云藤（APT-C-01）军政情报刺探者揭露,绿斑 (3),2018-09-20,360,漏洞攻击鱼叉攻击木马后门,从2007年开始至今，360追日团队发现毒云藤组织对中国国防、政府、科技、教育以及海事机构等重点单位和部门进行了长达11年的网络间谍活动。该组织主要关注军工、中美关系、两岸关系和海洋相关领域，其关注的领域与我们之前发布的海莲花（OceanLotus）APT组织有一定相似的地方。 360追日团队捕获毒云藤的首个木马出现在2007年12月。在之后的11年中我们先后捕获到了13个版本的恶意代码，涉及样本数量73个。该组织在初始攻击环节主要采用鱼叉式钓鱼邮件攻击，攻击之前对目标进行了深入调研和精心挑选，选用与目标所属行业或领域密切相关的内容构造诱饵文件和邮件，主要是采用相应具体领域相关会议材料、研究成果或通知公告等主题。
149,蔓灵花APT组织利用恶意CHM文档针对国内研究机构的攻击活动分析,蔓灵花 (15),2020-10-22,奇安信,恶意软件,近期，奇安信安全能力中心捕获到针对特定单位群体展开的定向攻击活动，通过分析发现其为“蔓灵花”APT组织。该组织最早在2016由美国安全公司Forcepoint进行了披露，并且命名为“BITTER”。 蔓灵花（BITTER）APT组织是一个长期针对亚洲地区进行攻击活动的APT组织。主要针对目标区域的政府、军工业、电力、核工业等单位进行攻击，试图窃取敏感数据。
150,疑似BITTER组织利用LNK文件的攻击活动分析,蔓灵花 (15),2020-09-14,奇安信,钓鱼攻击木马后门,近期，奇安信威胁情报中心捕获了BITTER组织多个攻击样本，在此次攻击活动中，BITTER组织首次利用LNK文件作为攻击入口，从远程获取MSI文件执行，最终释放执行.NET恶意软件窃取受害者机器敏感信息。同时，其托管恶意软件的的服务器上存在多个BITTER组织攻击模块。值得注意的是，LNK样本最终执行的Downloader与BITTER历史攻击活动中.NET 平台远控基本相似，似乎都基于开源项目C-Sharp-R.A.T-Client进行了魔改。
151,蔓灵花APT组织最新攻击事件分析,蔓灵花 (15),2020-09-01,安恒信息,恶意软件,“蔓灵花”又名“BITTER”，一个长期针对中国及巴基斯坦的政府、军工、电力、核等部门发动网络攻击，窃取敏感资料，具有较强的政治背景的APT组织。 近期，安恒披露该组织近期的攻击活动，在此次攻击活动中，蔓灵花组织依旧采用常用的后门进行信息窃取，不过，研究人员也发现了一个变种DLL，在该dll文件中，用于对比服务器返回字符串对比的字符是某印度女星的名字，由此可见，攻击者对印度应该较为熟悉。
152,巴基斯坦网站被挂马，传播蔓灵花组织下载器新变种,蔓灵花 (15),2020-07-06,启明星辰,CVE-2018-0798钓鱼攻击木马后门,"启明星辰金睛安全研究团队近日捕获了一个疑似蔓灵花的攻击样本，经过分析，这个样本使用了Antradownloader木马下载器的新变种。初始投递载荷""National Network Security(国家网络安全).docx""使用模板注入方式下载并执行第二阶段载荷。下载下来的ee.txt为rtf格式文档，存在CVE-2018-0798漏洞，利用漏洞的shellcode功能比较单一，仅仅只是在RunOnce注册表下添加rvice项，用于下次启动时利用msiexec.exe静默安装URL下载的msi程序。rt.msi解包后包含了一个PE文件，名为cgc.exe，为Antradownloader的变种。会收集系统相关信息进行网络连接，包括计算机名、用户名、系统版本，然后进行拼接作为URL的参数循环连接C&amp;C服务器。攻击者使用的挂马URL均为巴基斯坦的正规网站，为巴基斯坦工业发展公司子公司网站及建筑公司网站，因此推测为针对巴基斯坦的活动。"
153,MMCore针对南亚地区的APT攻击活动分析,蔓灵花 (15),2020-04-17,腾讯,暂无数据,MMCore针对南亚地区的APT攻击活动分析，MMCore是一款有趣的恶意文件，为下载器下载后在内存中解密执行的一个恶意文件。该恶意文件也被称为BaneChant，最早由fireeye在2013年曝光。此外Forcepoint也在2017年初曝光过而恶意文件的一些攻击活动。 该恶意文件的活动，主要活跃在亚洲地区，包括中国、巴基斯坦、阿富汗、尼泊尔等。不过Forcepoint也提到该攻击活动也包含非洲和美国。攻击的目标主要为军事目标、媒体、大学等。
154,近期使用新冠疫情（COVID-19）为诱饵的APT攻击活动汇总,蔓灵花 (15),2020-03-28,腾讯,"恶意脚本木马后门,勒索软件钓鱼邮件",目前，由新型冠状病毒引起的肺炎疫情（COVID-19）在全球蔓延，已有190个国家存在确诊病例，全球确诊人数已经超过43万人，死亡病例超过1.9万。中国大陆已基本控制住疫情，但在意大利、西班牙、美国等发达国家疫情仍处于爆发期，世界卫生组织已将疫情的全球风险级别确定为“非常高”。 而随着新冠病毒疫情（COVID-19）在全球蔓延，以此为主题的网络攻击事件骤然增长。其中中国大陆、意大利、韩国等国家成为黑客网络攻击的高风险地区。腾讯安全威胁情报中心自疫情爆发后，已检测到多起以新冠病毒疫情为主题的攻击活动。 攻击者大多以投递邮件的方式，构造诱饵文件欺骗用户点击，恶意文件类型多种多样，覆盖EXE、MS Office宏文档、漏洞文档、lnk文件、VBS脚本等。而攻击的背景也包括具有国家背景的专业APT组织和普通黑产组织。本文对近期发现的以新冠病毒疫情为诱饵的攻击活动加以汇总，供大家参考。在此提醒广大政企单位和个人用户，在做好疫情防控的同时，也要做好网络安全的防护工作。
155,黑客组织蔓灵花新移动端木马SlideRAT揭露,蔓灵花 (15),2019-12-23,360,木马后门,360近期披露了蔓灵花组织的新型 Android 木马，并根据其C2特点将其命名为SlideRAT。该木马与2019年8月被发现，11月初，研究人员发现SlideRAT攻击了中国军工业从事人员，11月中旬，该家族样本开始攻击中国驻巴基斯坦人员。2016年6月开始，蔓灵花组织开始使用定制木马SlideRAT 针对中国和巴基斯坦展开了长期有组织、有计划的攻击活动。该组织在移动平台载荷投递的方式主要为水坑攻击和钓鱼链接，其次还会通过短信和 WhatsApp 进行载荷投递。SlideRAT主要使用图像处理相关的图标进行伪装，还会根据目标群体的特殊性，使用针对性的图标进行伪装。
156,蔓灵花（APT-C-08）移动平台攻击活动揭露,蔓灵花 (15),2019-12-19,360,暂无数据,蔓灵花（APT-C-08）APT组织是一个长期针对中国、巴基斯坦等国家进行攻击活动的APT组织，主要攻击政府、电力和军工行业相关单位，以窃取敏感信息为主，具有强烈的政治背景，是目前活跃的针对境内目标进行攻击的境外APT组织之一。该组织最早在2016被国外安全公司进行了披露，并且命名为“BITTER”，同年360也跟进发布了分析报告，将该组织命名为“蔓灵花”。 迄今为止有数个国内外安全团队持续追踪并披露该组织PC端的最新攻击活动。 2019年8月，360烽火实验室在日常样本分析中发现一新型Android木马，根据其CC特点将其命名为SlideRAT，深入分析后发现该家族木马属于蔓灵花组织。此后，我们对该家族样本进行持续监控，2019年11初，我们发现SlideRAT攻击中国军工行业从事人员，11月中旬，该家族样本开始攻击中国驻巴基斯坦人员。短短半个月内，蔓灵花组织在移动平台至少进行了两次的攻击活动，且受害者均为中国人，我们猜测随着年关将近，该时间段为该组织针对我国攻击的高发期。鉴于此我们决定通过已有情报和数据，将该家族在移动平台的攻击活动进行揭露。
157,APT组织“蔓灵花”对巴基斯坦攻击事件报告,蔓灵花 (15),2019-12-10,瑞星,暂无数据,近期，瑞星威胁情报中心捕获到一起针对巴基斯坦攻击事件，攻击者疑似APT组织“蔓灵花”，该组织利用CVE-2017-11882漏洞，通过投递带有恶意链接的DOCX文档对受害者进行攻击，一旦成功将获取受害者电脑内的所有敏感信息，并对其进行远程操控。
158,我国多个重要单位被境外APT黑客组织Bitter攻陷,蔓灵花 (15),2019-10-30,微步在线,木马后门,2019年10月27日，推特用户@MisterCh0c发布消息称发现了一款木马控制平台的登录地址http://lmhostsvc[.]net/healthne/login.php， 10月28日，另一用户@sS55752750回复该信息并配有一张后台页面图片，根据图片发现该后台至少记录了12台被控主机的IP地址、计算机名、用户名、操作系统、被控时间及最后一次上线时间等信息。
159,印度APT组织攻击我国多个目标曝光,蔓灵花 (15),2019-10-30,360,木马后门,2019年10月27日，推特@MisterCh0c发布一张照片，通过360CERT研究人员分析，发现该C2控制台隶属于印度网军“蔓灵花”组织（Bitter），该后台控制界面中暴露多个我国IP地址被控制上线。控制台界面显示了木马控制后台的主机信息界面，包括最后上线时间、主机版本信息、用户名称、电脑名称等。
160,蔓灵花组织木马控制后台被披露，中国多个重要单位受影响,蔓灵花 (15),2019-10-30,安恒,木马后门,最近，国外安全研究人员发现了一款木马控制平台的登录地址http://lmhostsvc[.]net/healthne/login.php，根据其特征，研究人员推测这属于印度APT组织蔓灵花的基础设施。研究人员Twitter截图显示，该后台至少记录了12台被控主机的信息。目前记录的18个IP地址中9个属于中国，主要涉及北京、上海、浙江、广西等地。蔓灵花（T-APT-17、BITTER）是一个长期针对中国、巴基斯坦等国家进行攻击活动的APT组织，长期针对中国的军工业、核能、政府等重点单位。该组织通常使用钓鱼攻击和漏洞利用来传播恶意木马。
161,蔓灵花APT组织最新的C#木马组件揭秘,蔓灵花 (15),2019-10-26,安恒,暂无数据,安恒安全研究院猎影威胁情报分析团队于今年4月份监控并发现“蔓灵花”(BITTER)组织针对我国多个敏感部门进行攻击，安全研究团队对该次事件进行深入了分析。通过持续监控，近期又发现其开始了新的攻击，并加入了新的组件。
162,蔓灵花组织使用恶意软件ArtraDownloader针对巴基斯坦,蔓灵花 (15),2019-02-25,paloalto,暂无数据,国外研究人员揭露了蔓灵花APT组织一直在使用未被曝光的下载器，并将其命名为ArtraDownloader。该恶意下载器至少从2015 年以来就被蔓灵花组织用于攻击巴基斯坦和中国的相关机构。该下载器存在三个变体，最早时间戳为2015年2月，此恶意软件常被用于下载远程木马BitterRAT。2018年9月中旬至2019年1月之间，ArtraDownloader被观察到针对巴基斯坦和沙特阿拉伯组织，其与被破坏的合法网站进行通信，获取有效负载。总体而言，ArtraDownloader恶意软件家族并不复杂，其利用简单的注册表项来实现持久性和HTTP请求，以下载并执行远程文件。这些样本中的重要字符串通过对字符串中的每个字节进行加或减来混淆，通过HTTP发送的数据使用相同的混淆方式。
163,蔓灵花（BITTER）APT组织使用InPage软件漏洞针对巴基斯坦的攻击及团伙关联分析,蔓灵花 (15),2018-11-29,奇安信,CVE-2018-0798CVE-2017-12824,近期，360威胁情报中心监控到一系列针对巴基斯坦地区的定向攻击活动，而相关的恶意程序主要利用包含了InPage文字处理软件漏洞CVE-2017-12824的诱饵文档（.inp）进行投递，除此之外，攻击活动中还使用了Office CVE-2018-0798漏洞利用文档。
164,疑似摩诃草组织利用边境争端问题为诱饵针对周边地区的攻击活动分析,摩诃草 (12),2020-09-01,奇安信,钓鱼攻击漏洞利用:CVE-2019-0808漏洞利用:CVE-2017-0261,奇安信威胁情报中心红雨滴团队监测发现，黑客组织摩诃草近期异常活跃。利用与邻国边境争端问题的等热点问题为诱饵；利用CVE-2017-0261漏洞释放执行恶意负载；最终恶意负载为FakeJLI后门和Quasar RAT；恶意负载带有AccelerateTechnologies Ltd公司的数字签名证书，根据签名溯源关联发现，疑似该组织开发人员曾将测试样本上传VT测试；该组织升级新增了CVE-2019-0808提权模块；疑似该组织开发人员开始测试.NET版本后门。
165,APT组织摩诃草近期针对周边国家和地区的攻击活动分析,摩诃草 (12),2020-07-13,奇安信,钓鱼攻击木马后门水坑攻击,奇安信发现多个摩诃草组织近期针对周边国家和地区的定向攻击样本。在此次样本中，摩诃草组织采用了多种利用方式：例如伪装成南亚地区某国的网络安全协议的CVE-2017-0261漏洞利用文档，伪装成疫情防范指导指南的宏利用样本等。同时还捕获一例疑似水坑攻击样本，其攻陷了巴基斯坦某证券交易网站，并在网站中放置了一个伪装成java运行环境安装程序的恶意可执行文件。最终执行的后门是摩诃草组织常用的FakeJLI后门。该后门加载执行后，首先通过创建互斥量保证只有一个实例运行，然后收集受害者计算机电脑名、操作系统版本等信息。除此之外，还发现了疑似是Bozok RAT的dll文件，其加载执行后，将从资源中获取配置信息，包括互斥量、c2、解密插件密钥等。
166,攻击者在Sodinokibi勒索软件活动中扫描PoS软件,摩诃草 (12),2020-06-23,Symantec,恶意软件,赛门铁克(Symantec)的研究人员发现，在一个Sodinokibi勒索软件的活动中，攻击者还会扫描某些受害者的网络，以获取信用卡或PoS软件。攻击者使用Cobalt Strike恶意软件向受害者发送Sodinokibi定向勒索软件。有八个组织的系统中有Cobalt Strike恶意软件，其中三名受害者随后感染了Sodinokibi勒索软件。感染Sodinokibi勒索软件的受害者来自服务、食品和保健部门。这次攻击的目标主要是大型、甚至是跨国公司。
167,MMCore针对南亚地区的APT攻击活动分析,摩诃草 (12),2020-04-17,腾讯,暂无数据,MMCore针对南亚地区的APT攻击活动分析，MMCore是一款有趣的恶意文件，为下载器下载后在内存中解密执行的一个恶意文件。该恶意文件也被称为BaneChant，最早由fireeye在2013年曝光。此外Forcepoint也在2017年初曝光过而恶意文件的一些攻击活动。 该恶意文件的活动，主要活跃在亚洲地区，包括中国、巴基斯坦、阿富汗、尼泊尔等。不过Forcepoint也提到该攻击活动也包含非洲和美国。攻击的目标主要为军事目标、媒体、大学等。
168,COVID-19 新冠病毒笼罩下的全球疫情相关网络攻击分析报告,摩诃草 (12),2020-03-26,奇安信,"远控木马木马后门,勒索软件",自今年年初新冠病毒在国内全面爆发，奇安信威胁情报中心便立刻意识到在这样的非常时期，网络攻击者绝不会自我“隔离”。保障关键业务系统的安全稳定运行及信息安全、重要网站的正常运转和内容不被篡改、防范和阻断利用疫情相关热点的APT、黑产等网络攻击，是另一个当务之急。 在春节期间，奇安信红雨滴团队和奇安信CERT便建立了围绕疫情相关网络攻击活动的监控流程，以希冀在第一时间阻断相关攻击，并发布相关攻击预警。 截至目前，奇安信红雨滴团队捕获了数十个APT团伙利用疫情相关信息针对境内外进行网络攻击活动的案例，捕获了数百起黑产组织传播勒索病毒、远控木马等多类型恶意代码的攻击活动。并通过基于奇安信威胁情报中心威胁情报数据的全线产品阻断了数千次攻击。相关详细信息均及时上报国家和地方相关主管部门，为加强政企客户和公众防范意识，也将其中部分信息摘要发布。 在本报告中，我们将结合公开威胁情报来源和奇安信内部数据，针对疫情期间利用相关信息进行的网络攻击活动进行分析，主要针对疫情相关网络攻击态势、APT高级威胁活动、网络犯罪攻击活动，以及相关的攻击手法进行详细分析和总结。
169,“白象三代”APT组织攻击活动披露,摩诃草 (12),2020-03-13,微步在线,"钓鱼攻击,木马后门",2020年2月1日，微步情报局监测发现境外攻击者借“新冠肺炎”疫情对我发起定向攻击，通过对攻击发起者的手法、木马特点及攻击资产深入分析发现，其幕后组织具备印度国家背景。 此次攻击活动，其攻击目标涉及我国西藏地区政府机构、航空航天相关企业、科技机构、高等院校、医疗机构等，其中主要攻击目标为声光技术等相关的科技机构或实验室。攻击者与此前长期针对我国印度背景APT组织“白象”在网络资产、攻击目标、攻击手法具有一定相似性，但在武器层面发生了较大调整，鉴于攻击APT攻击活动持续性强这一特点，我们将该阶段攻击发起者命名为“白象三代”。“白象三代”至少于2019年3月起开始针对我国科研人员发起钓鱼攻击，并在下半年开始投递Windows平台、Android平台远控木马，其在攻击活动中使用了大量仿冒我国政府、科研、媒体机构等域名，是一只具有多平台网络攻击能力、网络武器库储备的黑客团队。
170,摩诃草团伙利用公用平台分发C2配置攻击活动揭露,摩诃草 (12),2019-08-26,奇安信,漏洞攻击网络钓鱼,近期，奇安信威胁情报中心红雨滴团队利用公开情报发现一个摩诃草团伙的XLSM诱饵文档样本，经过分析发现其载荷主要通过 Github 和 Feed43获取加密的 C&amp;C 配置。通过关联分析我们找到了更多被摩诃草利用的 Github 地址，最早可以追溯到2018年7月，并且截至报告完成时，相关账号依然在使用。 本文主要对Github上配置文件的解密算法分析和通过解密的数据总结出攻击者的一些活动特征。
