,年份,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
161,2017 (64),Magic Hound攻击活动针对沙特阿拉伯能源，政府和科技行业,2017-02-16,paloalto,暂无数据,Rocket Kitten,"Palo Alto Networks研究人员2月15日发布报告称发现了针对中东的APT行动，最早发现于2016年中旬，称为Magic Hound。主要针对沙特阿拉伯的能源，政府和科技行业，通过分析发现其和一个APT组织Rocket Kitten(也称为Operation Saffron Rose, Ajax Security Team和Operation Woolen-Goldfish）以及更早的一次APT行动Newscasters有关。Magic Hound使用的工具包括包括常规的PE payloads，在.NET Framework中编译的PE文件，各种形式的IRC bots和一个开源的无文件的Python远程访问工具Pupy。攻击手法包括水坑攻击，鱼叉式钓鱼邮件，社工等。其中大多数带有宏病毒的Word文档使用的作者名为gerry knight。"
162,2016 (12),Blockbuster行动报告,2016-12-24,NOVETTA,鱼叉式网络钓鱼,Hidden CobraLazarus,重磅炸弹行动（Operation Blockbuster）是由Novetta领导的行业合作伙伴联盟，旨在识别和消除与2014年11月索尼影业攻击相关的恶意工具。分析人员从2015年开始研究在SPE攻击之后安全社区公布的几个恶意软件样本哈希。这些样本的哈希值协助他们建立了恶意软件功能的基准模型，因为恶意软件样本中使用了常见的代码和库内容。 在恶意样本代码片段中发现的相似之处表明，恶意软件家族是同一伙人员开发或是开发者进行了代码、基础架构和资源共享的工作。分析人员将开发并使用这些恶意软件家族的组织命名为Lazarus，并将多个已识别的恶意软件家族及公开报告的SPE攻击与该组织进行了关联。从2009年的DDoS攻击到“Ten Days of Rain”和Operation Troy事件的发生，再到2013年3月DarkSeoul的网络间谍攻击活动，Lazarus一直在使用Operation Blockbuster中发现的恶意软件工具进行着攻击。
163,2016 (12),Tropic Trooper APT组织攻击台湾政府和能源公司,2016-11-22,paloalto,暂无数据,APT23Tropic Trooper,Tropic Trooper APT组织继续以亚洲为攻击目标，这次针对的是台湾政府和能源公司。而今，Palo Alto Networks的研究人员发现该组织通过恶意软件“Yahoyah”攻击台湾行政院秘书长和矿物燃料提供商。攻击者利用了CVE 2012-0158漏洞进行鱼叉式钓鱼攻击，其它许多APT组织也曾利用该漏洞实施攻击，包括Lotus Blossom、NetTravelle和The Four Element Sword ATP。进一步的分析揭露了表明攻击者还可能使用PCShare恶意软件家族。
164,2016 (12),Molerats行动：使用毒藤的中东网络攻击行动,2016-08-23,FireEye,C&C,暂无数据,2012年十月，针对以色列政府目标的恶意软件攻击，获得了媒体的关注，并要求切断了整个警察部队访问互联网和禁止使用U盘。安全研究人员随后确认这些攻击实际范围更广，为期超过一年的黑客活动，不只针对以色列，巴勒斯坦也同样受到影响，后来在美国和英国政府也有发现。进一步的研究揭示了一种联系在这些攻击和成员，­称为“加沙黑客团队”。我们称这种运动为“molerats。”
165,2016 (12),ProjectSauron/Strider：顶级的网络间谍平台暗中窃取政府加密通讯数据,2016-08-16,Kaspersky,暂无数据,ProjectSauronStrider,ProjectSauron包括一个十分复杂的模块化网络间谍平台，通过隐蔽性非常强的隐藏生存机制，实现对目标进行长期网络间谍活动的目的。相关技术细节展示了攻击者是如何利用该平台学习其他攻击者的先进技术，并避免重复他们此前所犯的错误。例如，所有的东西都设定既定目标，降低其成为其他受害者的威胁指标（IOC）的价值。
166,2016 (12),Patchwork间谍组织集团将目标从政府扩展到广泛的行业,2016-07-25,Symantec,水坑攻击鱼叉邮件,PatchworkChinastrats,赛门铁克发现Patchwork攻击团伙目前将目标瞄准美国、中国、日本、东南亚和英国的各个行业，该团伙将中国主题的内容作为诱饵，利用CVE-2012-0158及CVE-2015-1641漏洞制作后门程序以对目标网络进行入侵。最近发现Patchwork团队攻击了航空业、广播业、能源业、金融业、非政府机构、制药业、公共行业、出版业、软件业。最近，卡巴斯基和Cymmetria这两家安全软件公司均发布了有关此攻击活动的报告，报告内容与我们的观察结果大致相符。
167,2016 (12),堕落的大象,2016-07-08,Kaspersky,水坑攻击鱼叉邮件,PatchworkChinastrats,卡巴斯基安全研究团队检测发现2015年11月到2016年6月有疑似来自印度的攻击组织（Dropping Elephant）通过鱼叉式钓鱼邮件及水坑攻击手法，主要攻击亚洲地区中国政府、国际事务的外交机构。通过相关漏洞：CVE-2012-0158、CVE-2014-6352、CVE-2014-4114 Office 相关软件漏洞进行鱼叉式钓鱼邮件攻击，通过其他网站下载新闻，引诱受害者下载恶意文件进行水坑攻击。
168,2016 (12),波斯王子-游戏结束,2016-06-28,paloalto,C&C恶意软件,暂无数据,UNIT42在五月初发布了一篇名为“Prince Of Persia”的博文，描述了一个没有进入公众视野的恶意软件家族，INFY。在近10年间，该恶意软件以政府和某些行业为目标，频繁发起有针对性的网络威胁活动。UNIT42通过掌控INFY的多个C2控制域，得到了更多关于该软件家族的信息，并且在对受害者的分析上也收获颇丰。
169,2016 (12),熊在中间入侵民主党全国委员会,2016-06-15,CrowdStrike,C&C,APT28SofacySednitAPT-C-20STRONTIUM奇幻熊SofacyAPT29CozyDuke,俄罗斯间谍机构COZY BEAR(APT29)，FANCY BEAR(APT28)分别对美国民主党全国委员会系统发起入侵。
170,2016 (12),针对美国政府机构的新型Sofacy攻击,2016-06-14,paloalto,木马植入钓鱼软件CVE-2015-1641,APT28SofacySednitAPT-C-20STRONTIUM奇幻熊Sofacy,Sofacy组织，也被称为APT28，是经常进行网络间谍活动的威胁组织。近日，Unit42确定了Sofacy针对美国政府的钓鱼邮件。电子邮件是从外交部一个可能的已经被黑帐户发出，并携带有木马Carberp的变种。该木马采用了一种前所未见的隐藏机制，本文将逐步解析其工作过程。
171,2016 (12),Microsoft Office漏洞 CVE-2015-2545 威胁概述,2016-05-25,Kaspersky,漏洞攻击,APT16,CVE-2015-2545是一种Microsoft Office漏洞，允许通过使用特殊的Encapsulated PostScript （EPS）图形文件任意执行代码。这种漏洞于2015年3月被发现，同年9月微软发布了修复补丁（MS15-099）。在2015年8月，发现了首个试图使用CVE-2015-2545漏洞进行针对性攻击的Platinum白金 (也称为TwoForOne) 网络犯罪组织。漏洞补丁发布后，有效的组织了攻击行为。11月至12月期间，又有两个网络被称为APT16（FireEye分类）和Evilpost（由卡巴斯基实验室发现）的间谍攻击组织开始利用这种漏洞对攻击目标进行攻击。如果系统没有修复这一漏洞，那遭遇的风险将非常严重。利用这一漏洞攻击的过程为：利用包含附件（伪装成Word文件，其中嵌入了EPS图片，内部包含漏洞利用程序）的钓鱼邮件，激活下载，从命令和控制服务器下载其它恶意软件组件到受感染系统。之后，又有多个攻击组织如SPIVY使用不同的漏洞利用程序版本入侵系统。利用此漏洞的攻击概述：2009年，Platinum（也称为TwoForOne）是第一个利用此漏洞的黑客组织，该组织来自东南亚；2015年11月到12月间，APT16利用此漏洞对台湾的信息和通讯社进行了攻击；2015年12月，卡巴斯基实验室发现针对日本国防部门的EvilPost攻击，利用了此漏洞；SPIVY攻击，2016年3月至4月，发现了一系列针对CVE-2015-2545漏洞的电子邮件，这些电子邮件是以钓鱼攻击的方式发送，估计是针对香港的组织发起的攻击；Danti攻击，Danti（卡巴斯基实验室的内部名称）是从2015年以来一直活跃的APT黑客组织，主要针对印度政府组织。利用CVE-2015-2545漏洞，在2016年2月，对印度外交部、大使馆等发起了袭击；三月袭击，2016年3月底，Danti组织对印度政府机构发起了新一轮的攻击，仍然是应用此漏洞，通过发送恶意电子邮件的方式进行；SVCMONDR：台湾案，2015年12月，发现了CVE-2015-2545的漏洞利用中找到的shellcode类型的另一个例子，12月11日，攻击者向台湾安全软件经销商的一名雇员发送了一个钓鱼邮件。附件包含一个带有“1-3说明档.doc”的Web存档文件和一个恶意的EPS文件。
172,2016 (12),Stealth Falcon：针对阿联酋不同政见者的黑客组织,2016-05-11,Citizen Lab,暂无数据,Stealth FalconFruityArmor,名为Stealth Falcon的黑客组织，主要通过恶意软件以及社工方式来获取阿联酋记者、活动家和不同政见者的信息。他们的攻击最早可以追溯到2012年迄今，也有消息称这个黑客组织与阿联酋政府有联系。这个攻击活动被发现是因为一个虚构的名为“The Right to Fight”的组织通过电子邮件联系了罗里·多纳吉（Rori Donaghy）。Donaghy是位英国的记者和阿联酋人权中心的创始人，于2015年11月他收到了来自这个组织的含有间谍软件的电子邮件，这些邮件让他点击和一个人权委员会相关的链接，声称可以为他在人权专栏中提供了一个职位，一旦点击链接，就会在毫不知情的情况下，将恶意软件安装在自己的电脑上。Donaghy对这些可疑的电子邮件在实验室的协助下进行了调查，后来的调查发现24个阿联酋人成为攻击目标。而后调查也发现Stealth Falcon发出的31条推文中，其中30条直接针对27名受害者，在27个攻击目标中，24人明显与阿联酋有关，根据其资料信息（如照片、账户名称、位置中的“阿联酋”），至少有6个目标似乎已被逮捕，逮捕和审判的罪名是侮辱阿联酋统治者。根据详细记录，在Donaghy收到的电子邮件中，邮件的附件是一个word文档，而文档中带着宏病毒（后门），经过分析在邮件中发现了一个链接(http://aax.me/d0dde) ，如果点击链接会利用JavaScript获取目标计算机配置信息。
173,2016 (12),PLATINUM：针对南亚与东南亚进行攻击的黑客组织,2016-04-26,MicroSoft,暂无数据,TwoForOnePlatinum,微软近来开始主动监控最新出现的威胁趋势，这项工作涉及到要不断为当前活跃的攻击组织团体添加标签信息，标签的内容通常是一个最新引入的攻击或渗透技术，该技术后来被其他攻击者所广泛应用。在微软之前发布的报告《STRONTIUM: A profile of a persistent and motivated adversary》中记录了这样一个攻击组织，因其侵略性、持续性、技术策略以及重复使用最新的零日漏洞去攻击目标等特点而引起了分析人员的关注。本文介绍了新发现的当前活跃的攻击组织的历史记录，行为和策略信息，微软已将其定义为“白金”（PLATINUM）。 据悉，PLATINUM至少于2009年就一直在对其目标进行攻击，与那些常见的非目标性攻击行为不同，它的攻击活动有许多明确的目标。像许多机会主义攻击组织一样，PLATINUM试图窃取与政府利益相关的敏感知识产权数据，但其优先目标范围始终限于南亚和东南亚的特定政府组织、国防研究所、情报机构、外交机构和电信运营商。由于该组织持续利用鱼叉式钓鱼攻击，并获取尚未发现的零日漏洞信息，使其成为了一个较危险的威胁攻击组织。
